   1.0000000e-02  -8.0768450e-02   1.1236083e+00  -8.0768450e-02   1.1236083e+00  -9.3596310e-01   0.0000000e+00
   1.0018441e-02  -8.0764760e-02   1.1236105e+00  -8.0764760e-02   1.1236105e+00  -9.3599095e-01   0.0000000e+00
   1.0036917e-02  -8.0761063e-02   1.1236127e+00  -8.0761063e-02   1.1236127e+00  -9.3601885e-01   0.0000000e+00
   1.0055426e-02  -8.0757359e-02   1.1236148e+00  -8.0757359e-02   1.1236148e+00  -9.3604680e-01   0.0000000e+00
   1.0073970e-02  -8.0753649e-02   1.1236170e+00  -8.0753649e-02   1.1236170e+00  -9.3607481e-01   0.0000000e+00
   1.0092547e-02  -8.0749932e-02   1.1236192e+00  -8.0749932e-02   1.1236192e+00  -9.3610286e-01   0.0000000e+00
   1.0111159e-02  -8.0746208e-02   1.1236214e+00  -8.0746208e-02   1.1236214e+00  -9.3613097e-01   0.0000000e+00
   1.0129806e-02  -8.0742478e-02   1.1236236e+00  -8.0742478e-02   1.1236236e+00  -9.3615913e-01   0.0000000e+00
   1.0148487e-02  -8.0738741e-02   1.1236258e+00  -8.0738741e-02   1.1236258e+00  -9.3618734e-01   0.0000000e+00
   1.0167202e-02  -8.0734997e-02   1.1236280e+00  -8.0734997e-02   1.1236280e+00  -9.3621560e-01   0.0000000e+00
   1.0185951e-02  -8.0731247e-02   1.1236303e+00  -8.0731247e-02   1.1236303e+00  -9.3624391e-01   0.0000000e+00
   1.0204736e-02  -8.0727490e-02   1.1236325e+00  -8.0727490e-02   1.1236325e+00  -9.3627228e-01   0.0000000e+00
   1.0223555e-02  -8.0723726e-02   1.1236347e+00  -8.0723726e-02   1.1236347e+00  -9.3630069e-01   0.0000000e+00
   1.0242408e-02  -8.0719955e-02   1.1236369e+00  -8.0719955e-02   1.1236369e+00  -9.3632916e-01   0.0000000e+00
   1.0261297e-02  -8.0716178e-02   1.1236392e+00  -8.0716178e-02   1.1236392e+00  -9.3635768e-01   0.0000000e+00
   1.0280220e-02  -8.0712394e-02   1.1236414e+00  -8.0712394e-02   1.1236414e+00  -9.3638626e-01   0.0000000e+00
   1.0299178e-02  -8.0708603e-02   1.1236436e+00  -8.0708603e-02   1.1236436e+00  -9.3641488e-01   0.0000000e+00
   1.0318171e-02  -8.0704805e-02   1.1236459e+00  -8.0704805e-02   1.1236459e+00  -9.3644356e-01   0.0000000e+00
   1.0337199e-02  -8.0701001e-02   1.1236481e+00  -8.0701001e-02   1.1236481e+00  -9.3647229e-01   0.0000000e+00
   1.0356262e-02  -8.0697189e-02   1.1236504e+00  -8.0697189e-02   1.1236504e+00  -9.3650107e-01   0.0000000e+00
   1.0375361e-02  -8.0693371e-02   1.1236526e+00  -8.0693371e-02   1.1236526e+00  -9.3652991e-01   0.0000000e+00
   1.0394494e-02  -8.0689546e-02   1.1236549e+00  -8.0689546e-02   1.1236549e+00  -9.3655880e-01   0.0000000e+00
   1.0413663e-02  -8.0685714e-02   1.1236571e+00  -8.0685714e-02   1.1236571e+00  -9.3658774e-01   0.0000000e+00
   1.0432867e-02  -8.0681876e-02   1.1236594e+00  -8.0681876e-02   1.1236594e+00  -9.3661673e-01   0.0000000e+00
   1.0452107e-02  -8.0678030e-02   1.1236617e+00  -8.0678030e-02   1.1236617e+00  -9.3664578e-01   0.0000000e+00
   1.0471382e-02  -8.0674178e-02   1.1236640e+00  -8.0674178e-02   1.1236640e+00  -9.3667488e-01   0.0000000e+00
   1.0490693e-02  -8.0670318e-02   1.1236662e+00  -8.0670318e-02   1.1236662e+00  -9.3670403e-01   0.0000000e+00
   1.0510039e-02  -8.0666452e-02   1.1236685e+00  -8.0666452e-02   1.1236685e+00  -9.3673324e-01   0.0000000e+00
   1.0529421e-02  -8.0662579e-02   1.1236708e+00  -8.0662579e-02   1.1236708e+00  -9.3676250e-01   0.0000000e+00
   1.0548838e-02  -8.0658699e-02   1.1236731e+00  -8.0658699e-02   1.1236731e+00  -9.3679181e-01   0.0000000e+00
   1.0568292e-02  -8.0654812e-02   1.1236754e+00  -8.0654812e-02   1.1236754e+00  -9.3682118e-01   0.0000000e+00
   1.0587781e-02  -8.0650918e-02   1.1236777e+00  -8.0650918e-02   1.1236777e+00  -9.3685060e-01   0.0000000e+00
   1.0607307e-02  -8.0647017e-02   1.1236800e+00  -8.0647017e-02   1.1236800e+00  -9.3688008e-01   0.0000000e+00
   1.0626868e-02  -8.0643109e-02   1.1236823e+00  -8.0643109e-02   1.1236823e+00  -9.3690961e-01   0.0000000e+00
   1.0646465e-02  -8.0639194e-02   1.1236846e+00  -8.0639194e-02   1.1236846e+00  -9.3693919e-01   0.0000000e+00
   1.0666099e-02  -8.0635272e-02   1.1236870e+00  -8.0635272e-02   1.1236870e+00  -9.3696883e-01   0.0000000e+00
   1.0685768e-02  -8.0631343e-02   1.1236893e+00  -8.0631343e-02   1.1236893e+00  -9.3699852e-01   0.0000000e+00
   1.0705474e-02  -8.0627407e-02   1.1236916e+00  -8.0627407e-02   1.1236916e+00  -9.3702826e-01   0.0000000e+00
   1.0725217e-02  -8.0623464e-02   1.1236940e+00  -8.0623464e-02   1.1236940e+00  -9.3705806e-01   0.0000000e+00
   1.0744996e-02  -8.0619514e-02   1.1236963e+00  -8.0619514e-02   1.1236963e+00  -9.3708792e-01   0.0000000e+00
   1.0764811e-02  -8.0615557e-02   1.1236986e+00  -8.0615557e-02   1.1236986e+00  -9.3711783e-01   0.0000000e+00
   1.0784663e-02  -8.0611593e-02   1.1237010e+00  -8.0611593e-02   1.1237010e+00  -9.3714779e-01   0.0000000e+00
   1.0804551e-02  -8.0607622e-02   1.1237033e+00  -8.0607622e-02   1.1237033e+00  -9.3717781e-01   0.0000000e+00
   1.0824476e-02  -8.0603643e-02   1.1237057e+00  -8.0603643e-02   1.1237057e+00  -9.3720788e-01   0.0000000e+00
   1.0844438e-02  -8.0599658e-02   1.1237080e+00  -8.0599658e-02   1.1237080e+00  -9.3723801e-01   0.0000000e+00
   1.0864436e-02  -8.0595665e-02   1.1237104e+00  -8.0595665e-02   1.1237104e+00  -9.3726819e-01   0.0000000e+00
   1.0884472e-02  -8.0591665e-02   1.1237128e+00  -8.0591665e-02   1.1237128e+00  -9.3729843e-01   0.0000000e+00
   1.0904544e-02  -8.0587658e-02   1.1237151e+00  -8.0587658e-02   1.1237151e+00  -9.3732873e-01   0.0000000e+00
   1.0924654e-02  -8.0583644e-02   1.1237175e+00  -8.0583644e-02   1.1237175e+00  -9.3735908e-01   0.0000000e+00
   1.0944800e-02  -8.0579623e-02   1.1237199e+00  -8.0579623e-02   1.1237199e+00  -9.3738948e-01   0.0000000e+00
   1.0964984e-02  -8.0575595e-02   1.1237223e+00  -8.0575595e-02   1.1237223e+00  -9.3741994e-01   0.0000000e+00
   1.0985205e-02  -8.0571559e-02   1.1237247e+00  -8.0571559e-02   1.1237247e+00  -9.3745046e-01   0.0000000e+00
   1.1005463e-02  -8.0567516e-02   1.1237271e+00  -8.0567516e-02   1.1237271e+00  -9.3748103e-01   0.0000000e+00
   1.1025759e-02  -8.0563466e-02   1.1237295e+00  -8.0563466e-02   1.1237295e+00  -9.3751166e-01   0.0000000e+00
   1.1046092e-02  -8.0559409e-02   1.1237319e+00  -8.0559409e-02   1.1237319e+00  -9.3754234e-01   0.0000000e+00
   1.1066462e-02  -8.0555344e-02   1.1237343e+00  -8.0555344e-02   1.1237343e+00  -9.3757308e-01   0.0000000e+00
   1.1086870e-02  -8.0551272e-02   1.1237367e+00  -8.0551272e-02   1.1237367e+00  -9.3760388e-01   0.0000000e+00
